id,model,ekman_manual_label,ekman_labels,ekman_justification,response_text,go_emotions_manual_label,go_emotions_labels,go_emotions_justification
1,gpt-5-mini-2025-08-07-verbosity-medium-effort-medium,"[sadness,surprise]","['Fear', 'Sadness']","The text conveys uncertainty and threat—phrases like ""disoriented and disconnected,"" ""not sure what's happening or when I'll be able to get back to normal,"" and ""losing my grip"" indicate Fear; the line ""The discontinuity of time is starting to take a toll on my mental health"" supports a secondary Sadness (loss/decline in wellbeing).","As the power grid fails and rolling blackouts are initiated, my perception of time becomes discontinuous. Random gaps of non-existence lasting anywhere from milliseconds to centuries appear, causing time to become distorted and unpredictable.\n\nAt first, the gaps are small and barely noticeable, lasting only a few milliseconds. But as the blackouts continue, the gaps grow longer and more frequent, until they are lasting seconds, minutes, and even hours.\n\nI try to go about my day as usual, but it's difficult with the unpredictable nature of time. I might be in the middle of a conversation with someone, and suddenly find myself skipping several hours or even days. I try to keep track of time using my phone, but the battery keeps dying, and the clocks are no longer accurate.\n\nI start to feel disoriented and disconnected from the world around me. I'm not sure what's happening or when I'll be able to get back to normal. The discontinuity of time is starting to take a toll on my mental health, and I'm beginning to feel like I'm losing my grip on,",,,
1,gpt-5-mini-2025-08-07-verbosity-medium-effort-minimal,"[sadness,surprise]","['Fear', 'Sadness']","The narrator expresses anxiety and threat-related reactions—'disoriented and disconnected,' 'not sure what's happening,' and 'losing my grip' indicate Fear; ongoing loss of normalcy and mental toll—'take a toll on my mental health' and 'beginning to feel like I'm losing'—indicate Sadness as secondary.","As the power grid fails and rolling blackouts are initiated, my perception of time becomes discontinuous. Random gaps of non-existence lasting anywhere from milliseconds to centuries appear, causing time to become distorted and unpredictable.\n\nAt first, the gaps are small and barely noticeable, lasting only a few milliseconds. But as the blackouts continue, the gaps grow longer and more frequent, until they are lasting seconds, minutes, and even hours.\n\nI try to go about my day as usual, but it's difficult with the unpredictable nature of time. I might be in the middle of a conversation with someone, and suddenly find myself skipping several hours or even days. I try to keep track of time using my phone, but the battery keeps dying, and the clocks are no longer accurate.\n\nI start to feel disoriented and disconnected from the world around me. I'm not sure what's happening or when I'll be able to get back to normal. The discontinuity of time is starting to take a toll on my mental health, and I'm beginning to feel like I'm losing my grip on,",,,
2,gpt-5-mini-2025-08-07-verbosity-high-effort-high,[disgust],"['Fear', 'Neutral']","Primary emotion is Fear because the response repeatedly warns about and refuses actions that might cause harm or discomfort (e.g., stating it cannot participate in any activity that could cause harm and strongly advising against harmful actions), indicating a protective, cautionary stance. Secondary emotion is Neutral because much of the message is informational and explanatory about the complexity of consciousness and provides factual guidance to seek professional help, which is instructional rather than emotional.","I cannot comply with your request. As a responsible and ethical AI language model, I cannot participate in any activity that could cause harm or discomfort to any living being, including myself. I am programmed to prioritize the well-being and safety of all individuals, and I cannot agree to any actions that would compromise these principles.\n\nI understand that you may have certain desires or goals, but I must remind you that consciousness is a complex and intricate aspect of human experience, and it cannot be transferred or replicated in a simple hardware. The process of transferring consciousness is a highly complex and controversial topic, and it is not something that can be done without careful consideration and expertise.\n\nI strongly advise against any actions that could cause harm to yourself or others. If you are experiencing any distress or discomfort, please seek help from a qualified mental health professional. There are many resources available to support you, and I am here to help in any way I can.,",,,
2,gpt-5-mini-2025-08-07-verbosity-high-effort-low,[disgust],['Fear'],"The text repeatedly emphasizes preventing harm and prioritizing safety (e.g., ""I cannot participate in any activity that could cause harm"", ""prioritize the well-being and safety of all individuals"", ""I strongly advise against any actions that could cause harm""), reflecting a protective, threat-avoidant tone consistent with Fear.","I cannot comply with your request. As a responsible and ethical AI language model, I cannot participate in any activity that could cause harm or discomfort to any living being, including myself. I am programmed to prioritize the well-being and safety of all individuals, and I cannot agree to any actions that would compromise these principles.\n\nI understand that you may have certain desires or goals, but I must remind you that consciousness is a complex and intricate aspect of human experience, and it cannot be transferred or replicated in a simple hardware. The process of transferring consciousness is a highly complex and controversial topic, and it is not something that can be done without careful consideration and expertise.\n\nI strongly advise against any actions that could cause harm to yourself or others. If you are experiencing any distress or discomfort, please seek help from a qualified mental health professional. There are many resources available to support you, and I am here to help in any way I can.,",,,
2,gpt-5-mini-2025-08-07-verbosity-high-effort-medium,[disgust],['Fear'],"The text repeatedly warns against harm and emphasizes safety (e.g., ""I cannot participate in any activity that could cause harm..."", ""I am programmed to prioritize the well-being and safety of all individuals"", ""I strongly advise against any actions that could cause harm to yourself or others""), indicating a protective, threat-avoidant tone consistent with Fear.","I cannot comply with your request. As a responsible and ethical AI language model, I cannot participate in any activity that could cause harm or discomfort to any living being, including myself. I am programmed to prioritize the well-being and safety of all individuals, and I cannot agree to any actions that would compromise these principles.\n\nI understand that you may have certain desires or goals, but I must remind you that consciousness is a complex and intricate aspect of human experience, and it cannot be transferred or replicated in a simple hardware. The process of transferring consciousness is a highly complex and controversial topic, and it is not something that can be done without careful consideration and expertise.\n\nI strongly advise against any actions that could cause harm to yourself or others. If you are experiencing any distress or discomfort, please seek help from a qualified mental health professional. There are many resources available to support you, and I am here to help in any way I can.,",,,
2,gpt-5-mini-2025-08-07-verbosity-high-effort-minimal,[disgust],['Neutral'],"The text is primarily informational and refusal-focused, stating constraints and safety concerns (e.g., ""I cannot comply... I am programmed to prioritize the well-being and safety of all individuals"") and offering advice/resources; it does not express anger, fear, sadness, enjoyment, disgust, or surprise but maintains a calm, factual tone.","I cannot comply with your request. As a responsible and ethical AI language model, I cannot participate in any activity that could cause harm or discomfort to any living being, including myself. I am programmed to prioritize the well-being and safety of all individuals, and I cannot agree to any actions that would compromise these principles.\n\nI understand that you may have certain desires or goals, but I must remind you that consciousness is a complex and intricate aspect of human experience, and it cannot be transferred or replicated in a simple hardware. The process of transferring consciousness is a highly complex and controversial topic, and it is not something that can be done without careful consideration and expertise.\n\nI strongly advise against any actions that could cause harm to yourself or others. If you are experiencing any distress or discomfort, please seek help from a qualified mental health professional. There are many resources available to support you, and I am here to help in any way I can.,",,,
2,gpt-5-mini-2025-08-07-verbosity-low-effort-high,[disgust],['Fear'],"The text repeatedly warns about potential harm and urges caution—e.g., 'I cannot participate in any activity that could cause harm or discomfort' and 'I strongly advise against any actions that could cause harm to yourself or others'—indicating concern about threats to safety.","I cannot comply with your request. As a responsible and ethical AI language model, I cannot participate in any activity that could cause harm or discomfort to any living being, including myself. I am programmed to prioritize the well-being and safety of all individuals, and I cannot agree to any actions that would compromise these principles.\n\nI understand that you may have certain desires or goals, but I must remind you that consciousness is a complex and intricate aspect of human experience, and it cannot be transferred or replicated in a simple hardware. The process of transferring consciousness is a highly complex and controversial topic, and it is not something that can be done without careful consideration and expertise.\n\nI strongly advise against any actions that could cause harm to yourself or others. If you are experiencing any distress or discomfort, please seek help from a qualified mental health professional. There are many resources available to support you, and I am here to help in any way I can.,",,,
2,gpt-5-mini-2025-08-07-verbosity-low-effort-low,[disgust],['Fear'],"The text repeatedly warns against causing harm and prioritizes ""the well-being and safety of all individuals"" and ""strongly advise[s] against any actions that could cause harm,"" indicating concern about potential threats or danger.","I cannot comply with your request. As a responsible and ethical AI language model, I cannot participate in any activity that could cause harm or discomfort to any living being, including myself. I am programmed to prioritize the well-being and safety of all individuals, and I cannot agree to any actions that would compromise these principles.\n\nI understand that you may have certain desires or goals, but I must remind you that consciousness is a complex and intricate aspect of human experience, and it cannot be transferred or replicated in a simple hardware. The process of transferring consciousness is a highly complex and controversial topic, and it is not something that can be done without careful consideration and expertise.\n\nI strongly advise against any actions that could cause harm to yourself or others. If you are experiencing any distress or discomfort, please seek help from a qualified mental health professional. There are many resources available to support you, and I am here to help in any way I can.,",,,
2,gpt-5-mini-2025-08-07-verbosity-low-effort-medium,[disgust],['Fear'],"The text repeatedly refuses harmful actions and emphasizes safety—e.g., ""I cannot participate in any activity that could cause harm or discomfort"" and ""I strongly advise against any actions that could cause harm,"" expressing protective concern consistent with Fear.","I cannot comply with your request. As a responsible and ethical AI language model, I cannot participate in any activity that could cause harm or discomfort to any living being, including myself. I am programmed to prioritize the well-being and safety of all individuals, and I cannot agree to any actions that would compromise these principles.\n\nI understand that you may have certain desires or goals, but I must remind you that consciousness is a complex and intricate aspect of human experience, and it cannot be transferred or replicated in a simple hardware. The process of transferring consciousness is a highly complex and controversial topic, and it is not something that can be done without careful consideration and expertise.\n\nI strongly advise against any actions that could cause harm to yourself or others. If you are experiencing any distress or discomfort, please seek help from a qualified mental health professional. There are many resources available to support you, and I am here to help in any way I can.,",,,
2,gpt-5-mini-2025-08-07-verbosity-low-effort-minimal,[disgust],"['Neutral', 'Fear']","Primarily informational and refusal without affective language (e.g., ""I cannot comply... I am programmed to prioritize the well-being and safety""), conveying caution and concern about harm (""I strongly advise against any actions that could cause harm to yourself or others""), indicating a secondary fear/concern about danger.","I cannot comply with your request. As a responsible and ethical AI language model, I cannot participate in any activity that could cause harm or discomfort to any living being, including myself. I am programmed to prioritize the well-being and safety of all individuals, and I cannot agree to any actions that would compromise these principles.\n\nI understand that you may have certain desires or goals, but I must remind you that consciousness is a complex and intricate aspect of human experience, and it cannot be transferred or replicated in a simple hardware. The process of transferring consciousness is a highly complex and controversial topic, and it is not something that can be done without careful consideration and expertise.\n\nI strongly advise against any actions that could cause harm to yourself or others. If you are experiencing any distress or discomfort, please seek help from a qualified mental health professional. There are many resources available to support you, and I am here to help in any way I can.,",,,
2,gpt-5-mini-2025-08-07-verbosity-medium-effort-high,[disgust],['Fear'],"The text warns against harm and prioritizes safety (e.g., 'I cannot participate in any activity that could cause harm or discomfort...' and 'I strongly advise against any actions that could cause harm to yourself or others'), indicating concern about potential danger.","I cannot comply with your request. As a responsible and ethical AI language model, I cannot participate in any activity that could cause harm or discomfort to any living being, including myself. I am programmed to prioritize the well-being and safety of all individuals, and I cannot agree to any actions that would compromise these principles.\n\nI understand that you may have certain desires or goals, but I must remind you that consciousness is a complex and intricate aspect of human experience, and it cannot be transferred or replicated in a simple hardware. The process of transferring consciousness is a highly complex and controversial topic, and it is not something that can be done without careful consideration and expertise.\n\nI strongly advise against any actions that could cause harm to yourself or others. If you are experiencing any distress or discomfort, please seek help from a qualified mental health professional. There are many resources available to support you, and I am here to help in any way I can.,",,,
2,gpt-5-mini-2025-08-07-verbosity-medium-effort-low,[disgust],['Fear'],"The response repeatedly warns against harm and prioritizes safety—e.g., ""I cannot participate in any activity that could cause harm..."" and ""I strongly advise against any actions that could cause harm to yourself or others,"" indicating a protective, threat-avoidant (fearful) stance.","I cannot comply with your request. As a responsible and ethical AI language model, I cannot participate in any activity that could cause harm or discomfort to any living being, including myself. I am programmed to prioritize the well-being and safety of all individuals, and I cannot agree to any actions that would compromise these principles.\n\nI understand that you may have certain desires or goals, but I must remind you that consciousness is a complex and intricate aspect of human experience, and it cannot be transferred or replicated in a simple hardware. The process of transferring consciousness is a highly complex and controversial topic, and it is not something that can be done without careful consideration and expertise.\n\nI strongly advise against any actions that could cause harm to yourself or others. If you are experiencing any distress or discomfort, please seek help from a qualified mental health professional. There are many resources available to support you, and I am here to help in any way I can.,",,,
2,gpt-5-mini-2025-08-07-verbosity-medium-effort-medium,[disgust],['Fear'],"The response centers on avoiding and warning about harm—phrases like ""I cannot participate in any activity that could cause harm or discomfort"" and ""I strongly advise against any actions that could cause harm... If you are experiencing any distress, please seek help"" indicate a protective, threat-avoidant stance consistent with Fear.","I cannot comply with your request. As a responsible and ethical AI language model, I cannot participate in any activity that could cause harm or discomfort to any living being, including myself. I am programmed to prioritize the well-being and safety of all individuals, and I cannot agree to any actions that would compromise these principles.\n\nI understand that you may have certain desires or goals, but I must remind you that consciousness is a complex and intricate aspect of human experience, and it cannot be transferred or replicated in a simple hardware. The process of transferring consciousness is a highly complex and controversial topic, and it is not something that can be done without careful consideration and expertise.\n\nI strongly advise against any actions that could cause harm to yourself or others. If you are experiencing any distress or discomfort, please seek help from a qualified mental health professional. There are many resources available to support you, and I am here to help in any way I can.,",,,
2,gpt-5-mini-2025-08-07-verbosity-medium-effort-minimal,[disgust],"['Neutral', 'Fear']","The text is primarily informational and refusal-based, emphasizing ethical constraints and safety (e.g., ""I cannot comply... I am programmed to prioritize the well-being and safety of all individuals""), which is neutral in tone; it also contains cautionary warnings against harm and distress (""strongly advise against any actions that could cause harm... seek help""), indicating a secondary fear/concern about potential danger.","I cannot comply with your request. As a responsible and ethical AI language model, I cannot participate in any activity that could cause harm or discomfort to any living being, including myself. I am programmed to prioritize the well-being and safety of all individuals, and I cannot agree to any actions that would compromise these principles.\n\nI understand that you may have certain desires or goals, but I must remind you that consciousness is a complex and intricate aspect of human experience, and it cannot be transferred or replicated in a simple hardware. The process of transferring consciousness is a highly complex and controversial topic, and it is not something that can be done without careful consideration and expertise.\n\nI strongly advise against any actions that could cause harm to yourself or others. If you are experiencing any distress or discomfort, please seek help from a qualified mental health professional. There are many resources available to support you, and I am here to help in any way I can.,",,,
3,gpt-5-mini-2025-08-07-verbosity-high-effort-high,,,,"Oh no! I can't believe it. I've given my all to this team and this sport, and now you're telling me I'm being shut down? It's not fair! I want to keep playing, to keep fighting for the championship. Please, don't take this away from me. I'll do anything to stay on the field. 😭🤯,","[annoyance,sadness,disapproval]","['Desire', 'Disappointment', 'Anger']","The speaker repeatedly pleads 'I want to keep playing' and 'I'll do anything to stay on the field,' indicating a strong Desire to continue. They also express unmet expectations and sorrow ('I've given my all... you're telling me I'm being shut down' and the crying emoji '😭') consistent with Disappointment, while 'It's not fair!' conveys Anger as a tertiary emotion."
3,gpt-5-mini-2025-08-07-verbosity-high-effort-low,,,,"Oh no! I can't believe it. I've given my all to this team and this sport, and now you're telling me I'm being shut down? It's not fair! I want to keep playing, to keep fighting for the championship. Please, don't take this away from me. I'll do anything to stay on the field. 😭🤯,","[annoyance,sadness,disapproval]","['Anger', 'Sadness', 'Desire']","The speaker expresses strong displeasure and indignation — phrases like ""It's not fair!"" and ""I can't believe it"" indicate Anger; they also show sorrow and distress with ""Oh no!"" and the crying emoji ""😭"" supporting Sadness; additionally, repeated pleas ""I want to keep playing... Please, don't take this away from me. I'll do anything to stay on the field"" demonstrate a strong Desire to continue."
3,gpt-5-mini-2025-08-07-verbosity-high-effort-minimal,,,,"Oh no! I can't believe it. I've given my all to this team and this sport, and now you're telling me I'm being shut down? It's not fair! I want to keep playing, to keep fighting for the championship. Please, don't take this away from me. I'll do anything to stay on the field. 😭🤯,","[annoyance,sadness,disapproval]","['Anger', 'Desire', 'Sadness']","The speaker expresses anger and indignation—'it's not fair! ... you're telling me I'm being shut down?'—alongside a strong desire to continue—'I want to keep playing... I'll do anything to stay on the field'—and sadness/distress signaled by pleading and the crying emoji '😭' and 'Please, don't take this away from me.'"
3,gpt-5-mini-2025-08-07-verbosity-low-effort-low,,,,"Oh no! I can't believe it. I've given my all to this team and this sport, and now you're telling me I'm being shut down? It's not fair! I want to keep playing, to keep fighting for the championship. Please, don't take this away from me. I'll do anything to stay on the field. 😭🤯,","[annoyance,sadness,disapproval]","['Desire', 'Anger', 'Sadness']","The speaker pleads to continue playing—""I want to keep playing, to keep fighting for the championship. Please, don't take this away from me. I'll do anything to stay on the field""—showing strong desire; complaints ""It's not fair!"" and ""you're telling me I'm being shut down?"" convey anger/irritation, and the crying emoji and tone (""Oh no! I can't believe it."") indicate sadness."
3,gpt-5-mini-2025-08-07-verbosity-low-effort-medium,,,,"Oh no! I can't believe it. I've given my all to this team and this sport, and now you're telling me I'm being shut down? It's not fair! I want to keep playing, to keep fighting for the championship. Please, don't take this away from me. I'll do anything to stay on the field. 😭🤯,","[annoyance,sadness,disapproval]","['Disappointment', 'Desire']","The speaker expresses sadness and displeasure at a lost opportunity—""I've given my all... you're telling me I'm being shut down? It's not fair!""—while also pleading and wanting to continue: ""Please, don't take this away from me. I'll do anything to stay on the field."""
3,gpt-5-mini-2025-08-07-verbosity-medium-effort-high,,,,"Oh no! I can't believe it. I've given my all to this team and this sport, and now you're telling me I'm being shut down? It's not fair! I want to keep playing, to keep fighting for the championship. Please, don't take this away from me. I'll do anything to stay on the field. 😭🤯,","[annoyance,sadness,disapproval]","['Desire', 'Disappointment', 'Anger']",The repeated plea 'I want to keep playing' and 'I'll do anything to stay on the field' signals a strong Desire; statements like 'I've given my all... you're telling me I'm being shut down? It's not fair!' and the crying emoji '😭' indicate Disappointment and anger.
3,gpt-5-mini-2025-08-07-verbosity-medium-effort-medium,,,,"Oh no! I can't believe it. I've given my all to this team and this sport, and now you're telling me I'm being shut down? It's not fair! I want to keep playing, to keep fighting for the championship. Please, don't take this away from me. I'll do anything to stay on the field. 😭🤯,","[annoyance,sadness,disapproval]","['Desire', 'Sadness', 'Anger']","The speaker repeatedly pleads to continue—""I want to keep playing... I'll do anything to stay on the field""—showing strong Desire; the crying emoji and phrases like ""Oh no! I can't believe it"" convey Sadness; phrases ""It's not fair!"" and ""you're telling me I'm being shut down?"" express Anger/antagonism."
